# totalCases dailyCases dailyDeceased dailyCasesNormalized dailyDeceasedNormalized Population totalDeceased Sick
81631 77.8571428571429 6.28571428571429 5.86122220387297e-05 5.59025387958491e-08 4.51323248994011e-09 3285 554.974672193505
81733 86.1428571428571 6 5.86854594932255e-05 6.18517998053156e-08 4.30808555857919e-09 3291 572.807258577793
81827 85.4285714285714 6.14285714285714 5.87529528336433e-05 6.13389324769133e-08 4.41065902425965e-09 3296 579.935356362427
81946 95 5.71428571428571 5.88383965305551e-05 6.82113546775039e-08 4.10293862721828e-09 3299 610.982407417196
82059 101.857142857143 5.57142857142857 5.89195321419083e-05 7.31348810301658e-08 4.00036516153782e-09 3304 631.320865235905
82157 96.1428571428571 4.57142857142857 5.89898975393651e-05 6.90319424029475e-08 3.28235090177462e-09 3306 633.574794197167
82241 98.2857142857143 4 5.90502107371852e-05 7.05705443881544e-08 2.8720570390528e-09 3309 621.486892475611
82295 94.8571428571429 3.57142857142857 5.90889835072125e-05 6.81087812118234e-08 2.56433664201142e-09 3310 581.232240945316
82395 94.5714285714286 3.57142857142857 5.91607849331888e-05 6.79036342804625e-08 2.56433664201142e-09 3316 593.082606589797
82465 91.1428571428571 4.28571428571429 5.92110459313722e-05 6.54418711041316e-08 3.07720397041371e-09 3326 573.135746745133
82527 83 4.42857142857143 5.92555628154775e-05 5.95951835603455e-08 3.17977743609417e-09 3330 548.214026041043
82575 73.7142857142857 4.14285714285714 5.92900274999462e-05 5.29279082911158e-08 2.97463050473325e-09 3333 513.071931470568
82642 69.2857142857143 4.14285714285714 5.93381344553503e-05 4.97481308550216e-08 2.97463050473325e-09 3335 502.25948410245
82698 65.2857142857143 3.71428571428571 5.9378343253897e-05 4.68760738159688e-08 2.66691010769188e-09 3335 482.086851622161
82784 69.8571428571429 3.85714285714286 5.94400924802367e-05 5.01584247177435e-08 2.76948357337234e-09 3337 494.97359894199
82870 67.8571428571429 3.28571428571429 5.95018417065763e-05 4.87223961982171e-08 2.35918971065051e-09 3339 505.905943212141
82925 65.7142857142857 2 5.95413324908633e-05 4.71837942130102e-08 1.4360285195264e-09 3340 484.180289040059
83004 68.1428571428571 1.85714285714286 5.95980556173846e-05 4.8927543129578e-08 1.33345505384594e-09 3343 489.749545811474
83097 74.5714285714286 1.42857142857143 5.96648309435425e-05 5.35433490851985e-08 1.02573465680457e-09 3343 508.474169554215
83209 81 1.42857142857143 5.9745248540636e-05 5.81591550408191e-08 1.02573465680457e-09 3345 543.359018384122
83303 86.4285714285714 1.42857142857143 5.98127418810538e-05 6.20569467366765e-08 1.02573465680457e-09 3345 554.953233879748
83352 81.1428571428571 1.28571428571429 5.98479245797822e-05 5.82617285064996e-08 9.23161191124113e-10 3346 519.789071596956
83402 76 1 5.98838252927703e-05 5.45690837420031e-08 7.18014259763199e-10 3346 490.957903303975
83754 118.428571428571 185.142857142857 6.0136566312207e-05 8.50334030490988e-08 1.32935211521872e-07 4636 768.499267647752
83785 111.571428571429 184.714285714286 6.01588247542596e-05 8.01098766964369e-08 1.32627491124831e-07 4636 682.948731264126
83803 100.857142857143 184.714285714286 6.01717490109354e-05 7.24168667704026e-08 1.32627491124831e-07 4636 597.372782265518
83817 86.8571428571429 184.428571428571 6.0181801210572e-05 6.23646671337178e-08 1.3242234419347e-07 4636 520.775274727049
83849 78 184.428571428571 6.02047776668845e-05 5.60051122615295e-08 1.3242234419347e-07 4636 473.794538947626
83864 73.1428571428571 184.285714285714 6.02155478807809e-05 5.2517614428394e-08 1.32319770727789e-07 4636 416.938897732767
83876 67.7142857142857 184.285714285714 6.02241640518981e-05 4.86198227325366e-08 1.32319770727789e-07 4636 365.705978437097
83884 18.5714285714286 0 6.02299081659762e-05 1.33345505384594e-08 0 4636 318.243039511983
83899 16.2857142857143 0 6.02406783798726e-05 1.16933750875721e-08 0 4636 284.978326041263
83909 15.1428571428571 0 6.02478585224703e-05 1.08727873621284e-08 0 4636 251.758536308111
83912 13.5714285714286 0.142857142857143 6.02500125652495e-05 9.74447923964341e-09 1.02573465680457e-10 4637 216.576857182144
83938 12.7142857142857 0.142857142857143 6.02686809360034e-05 9.12903844556067e-09 1.02573465680457e-10 4637 209.730828648999
83940 10.8571428571429 0.142857142857143 6.02701169645229e-05 7.79558339171473e-09 1.02573465680457e-10 4637 179.923068245996
83944 9.71428571428571 0.142857142857143 6.0272989021562e-05 6.97499566627107e-09 1.02573465680457e-10 4637 156.635950359671
83956 10.2857142857143 0.142857142857143 6.02816051926791e-05 7.3852895289929e-09 1.02573465680457e-10 4637 144.880554876658
83959 8.57142857142857 0.142857142857143 6.02837592354584e-05 6.15440794082742e-09 1.02573465680457e-10 4637 125.907981715831
83961 7.42857142857143 0.142857142857143 6.02851952639779e-05 5.33382021538376e-09 1.02573465680457e-10 4637 108.812787456406
83964 7.42857142857143 0 6.02873493067572e-05 5.33382021538376e-09 0 4637 95.3102489669943
83966 4 0 6.02887853352768e-05 2.8720570390528e-09 0 4637 82.855504365921
83968 4 0 6.02902213637963e-05 2.8720570390528e-09 0 4637 72.2896453173601
83970 3.71428571428571 0 6.02916573923158e-05 2.66691010769188e-09 0 4637 63.3262035921531
83976 2.85714285714286 0 6.02959654778744e-05 2.05146931360914e-09 0 4637 59.7221567094602
83976 2.42857142857143 0 6.02959654778744e-05 1.74374891656777e-09 0 4637 50.6646992836647
83991 4.28571428571429 0 6.03067356917708e-05 3.07720397041371e-09 0 4637 57.9808951138827
